Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
28,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.000412,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000238,0.0001885,3.55e-05
29,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
30,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,3.3e-05,0.000135,8.099999999999999e-05,0.0001885,6.7e-05
31,0.000872,0.000436,4.75e-05,2e-06,0.00798,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
32,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,1.7e-05,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
33,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.000368,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
34,0.0008975000000000001,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000312,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
35,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,1.7e-05,0.000102,0.000276,0.000156,0.000127,0.000433,0.0001385,8.099999999999999e-05,0.0001885,6.7e-05
36,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.000254,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
37,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000312,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
38,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,0.000116,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
39,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
40,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,5.5e-05
41,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,8.8e-05,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
42,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000167,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000165,0.0001885,6.1000000000000005e-05
43,0.0008975000000000001,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000232,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,4.2e-05
44,0.000872,0.000436,5.4e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000165,0.0001885,6.1000000000000005e-05
45,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.000412,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,3.3e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
46,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
47,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
48,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000199,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000398,0.0001885,6.1000000000000005e-05
49,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000102,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
50,0.000872,0.000543,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000165,0.000199,6.1000000000000005e-05
51,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,0.000165,0.0001885,6.1000000000000005e-05
52,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
53,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000354,0.000232,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
54,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,0.000398,0.0001885,6.1000000000000005e-05
55,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000232,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,5.5e-05
56,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
57,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.001229,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
58,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,0.000199,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
59,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,1.2e-05,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
60,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
61,0.000872,0.000436,4.75e-05,2e-06,0.00798,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.000412,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,5.5e-05
62,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
63,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.001229,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,3.3e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
64,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000312,0.0002155,0.000276,0.00015,0.000122,3.3e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
65,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
66,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.000167,0.000276,0.00015,0.000127,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
67,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000312,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
68,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.7e-05
69,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,0.000199,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
70,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
71,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,8.8e-05,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0001505,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.7e-05
72,0.000872,0.000436,4.75e-05,2e-06,0.00798,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,1.7e-05,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
73,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,8.3e-05,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
74,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
75,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
76,0.0008975000000000001,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.00015,0.000122,3.3e-05,0.000135,8.099999999999999e-05,0.0001885,6.7e-05
77,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
78,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000312,0.000232,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,4.85e-05
79,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
80,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.000149,0.0002155,0.000276,0.00015,0.000122,9.75e-05,0.000135,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
81,0.000872,0.000436,4.75e-05,2e-06,0.004350499999999999,0.0012085,0.0179,0.0408,-0.0419,0.0419,-0.0419,0.00039,0.000354,0.000554,0.000551,0.0211,0.0211,0.00033299999999999996,0.0002155,0.000276,0.000156,0.000127,9.75e-05,0.0001385,8.099999999999999e-05,0.0001885,6.1000000000000005e-05
